area_m2,precio,banios,alcobas,nombre_cliente,precio_estimado
138,151800000,2,2,Marcela Castro Lopez,280839574.7
138,303600000,2,4,Andres Perez Villa,280232189.68
138,303600000,2,2,Santiago Valencia Herrera,280839574.7
138,303600000,2,4,David Valencia Henao,280232189.68
138,303600000,2,4,Valentina Castro Botero,280232189.68
125,175000000,2,1,Andres Fernandez Villa,254705775.74
175,350000000,2,2,Nicolás Diaz Salazar,356084742.74
140,350000000,2,1,Carolina Diaz Henao,285210573.59
100,350000000,2,3,Sebastian Moreno Herrera,203257060.97
125,350000000,2,3,Santiago Restrepo Munoz,254098390.72
175,350000000,2,2,Ana Quintero Jaramillo,356084742.74
125,350000000,2,3,Juliana Cardenas Alvarez,254098390.72
140,350000000,2,3,Mateo Fernandez Herrera,284603188.57
175,350000000,2,1,Camila Lopez Guerrero,356388435.25
175,700000000,2,1,Diego Restrepo Ramirez,356388435.25
175,700000000,2,2,Diego Arboleda Garcia,356084742.74
175,700000000,2,3,Juliana Valencia Acosta,355781050.23
123,221400000,2,2,Carolina Ortiz Cifuentes,250334776.85
123,221400000,2,3,Carlos Castro Herrera,250031084.34
158,284400000,2,2,Valentina Castro Salazar,321512638.5
158,284400000,2,1,Valentina Arboleda Henao,321816331.01
158,284400000,2,1,Mateo Prieto Acosta,321816331.01
183,256200000,2,2,Carlos Arrieta Jaramillo,372353968.26
183,256200000,2,2,Maria Cardenas Montoya,372353968.26
103,133900000,2,4,Camila Torres Herrera,209054328.03
103,133900000,2,4,Sebastian Perez Botero,209054328.03
118,177000000,2,3,Lucas Hernandez Henao,239862818.39
118,177000000,2,1,Juan Ortiz Alvarez,240470203.41
118,177000000,2,4,Laura Cardenas Ramirez,239559125.88
177,354000000,2,1,Carlos Martinez Cifuentes,360455741.63
177,354000000,2,3,Laura Ortiz Jaramillo,359848356.61
177,354000000,2,1,Sofia Prieto Cifuentes,360455741.63
177,354000000,2,4,Daniel Alvarez Botero,359544664.1
177,354000000,2,4,Mateo Martinez Montoya,359544664.1
177,354000000,2,4,David Gomez Restrepo,359544664.1
118,354000000,2,4,Nicole Ortiz Ramirez,239559125.88
177,354000000,2,1,Mateo Diaz Acosta,360455741.63
177,354000000,2,1,Diego Moreno Montoya,360455741.63
118,354000000,2,2,Sebastian Gomez Jaramillo,240166510.9
118,354000000,2,2,Isabella Torres Cifuentes,240166510.9
177,708000000,2,2,Lucas Quintero Montoya,360152049.12
177,708000000,2,1,Santiago Gomez Garcia,360455741.63
91,100100000,2,4,Camila Hernandez Cifuentes,184650489.75
91,100100000,2,1,Sofia Velez Botero,185561567.28
154,200200000,2,3,Maria Fernandez Henao,313074333.23
182,200200000,2,1,Andres Cardenas Alvarez,370624007.58
154,200200000,2,3,Juliana Cardenas Jaramillo,313074333.23
154,200200000,2,2,Santiago Moreno Garcia,313378025.74
182,200200000,2,1,Carlos Diaz Osorio,370624007.58
143,200200000,2,2,Lucas Fernandez Herrera,291007840.65
154,200200000,2,2,Marcela Castro Herrera,313378025.74
154,200200000,2,1,Sebastian Uribe Jaramillo,313681718.25
154,200200000,2,2,Nicole Uribe Quintero,313378025.74
143,400400000,2,4,Lucas Arrieta Gonzalez,290400455.63
143,400400000,2,1,Marcela Hernandez Montoya,291311533.16
182,400400000,2,2,Sofia Prieto Villa,370320315.07
94,235000000,2,2,Juan Ortiz Osorio,191358834.34
94,235000000,2,1,Nicolás Patino Guerrero,191662526.85
94,235000000,2,3,Carolina Hernandez Alvarez,191055141.83
188,470000000,2,1,Juliana Quintero Ramirez,382825926.72
188,470000000,2,3,Ana Torres Jaramillo,382218541.7
103,144200000,2,1,David Uribe Villa,209965405.56
103,144200000,2,2,Carolina Gomez Lopez,209661713.05
103,288400000,2,1,Samuel Perez Martinez,209965405.56
103,288400000,2,3,Santiago Fernandez Jaramillo,209358020.54
137,246600000,2,3,Sara Moreno Herrera,278502229.0
137,246600000,2,2,Carlos Arrieta Botero,278805921.51
137,246600000,2,3,Antonia Alvarez Herrera,278502229.0
137,246600000,2,1,Mateo Arrieta Martinez,279109614.02
93,167400000,2,4,Sebastian Diaz Martinez,188717796.13
93,167400000,2,1,Marcela Lopez Herrera,189628873.66
93,167400000,2,4,Camila Arrieta Lopez,188717796.13
186,334800000,2,3,Nicolás Gomez Cifuentes,378151235.32
186,334800000,2,3,Nicole Patino Martinez,378151235.32
186,334800000,2,2,Diego Castillo Alvarez,378454927.83
186,334800000,2,2,Maria Moreno Acosta,378454927.83
179,358000000,2,4,Ana Moreno Jaramillo,363611970.48
179,358000000,2,3,Diego Quintero Henao,363915662.99
179,358000000,2,3,David Fernandez Cifuentes,363915662.99
179,358000000,2,3,Santiago Alvarez Jaramillo,363915662.99
179,358000000,2,2,Camila Ortiz Herrera,364219355.5
179,716000000,2,2,Ana Moreno Restrepo,364219355.5
179,716000000,2,3,David Patino Lopez,363915662.99
179,716000000,2,3,Andres Quintero Salazar,363915662.99
161,225400000,2,1,Ana Alvarez Quintero,327917290.58
161,225400000,2,3,Santiago Cardenas Lopez,327309905.56
161,225400000,2,1,Marcela Diaz Villa,327917290.58
161,450800000,2,3,Sebastian Hernandez Henao,327309905.56
161,450800000,2,3,Samuel Rodriguez Ramirez,327309905.56
158,237000000,2,1,Daniel Gomez Mendoza,321816331.01
158,237000000,2,1,Daniel Castillo Acosta,321816331.01
158,237000000,2,3,Ana Arboleda Salazar,321208945.99
158,237000000,2,4,Marcela Rodriguez Cifuentes,320905253.48
158,474000000,2,2,David Velez Herrera,321512638.5
158,474000000,2,2,Nicole Restrepo Lopez,321512638.5
158,474000000,2,1,Sebastian Jimenez Montoya,321816331.01
172,292400000,2,3,Laura Castro Quintero,349680090.65
172,292400000,2,3,Santiago Uribe Villa,349680090.65
113,124300000,2,3,Juan Castillo Martinez,229694552.44
113,124300000,2,4,Samuel Moreno Villa,229390859.93
113,248600000,2,3,Camila Velez Martinez,229694552.44
121,169400000,2,3,Isabella Uribe Herrera,245963777.96
154,169400000,2,4,Andres Cardenas Restrepo,312770640.72
121,169400000,2,2,Carolina Quintero Herrera,246267470.47
121,338800000,2,1,Carlos Velez Salazar,246571162.98
121,338800000,2,4,David Quintero Acosta,245660085.45
121,338800000,2,2,Carlos Jimenez Botero,246267470.47
181,362000000,2,1,Antonia Jimenez Jaramillo,368590354.39
181,362000000,2,4,Sebastian Ortiz Osorio,367679276.86
181,362000000,2,2,Andres Prieto Quintero,368286661.88
181,362000000,2,3,Nicole Arrieta Guerrero,367982969.37
181,362000000,2,3,Santiago Castro Villa,367982969.37
181,362000000,2,3,Camila Hernandez Quintero,367982969.37
181,362000000,2,1,Juan Restrepo Garcia,368590354.39
181,362000000,2,2,Carlos Uribe Munoz,368286661.88
181,362000000,2,2,Nicole Quintero Henao,368286661.88
181,724000000,2,1,Daniel Ortiz Munoz,368590354.39
107,192600000,2,1,Isabella Patino Martinez,218100018.32
107,192600000,2,4,Daniel Rodriguez Jaramillo,217188940.79
107,192600000,2,1,Andres Restrepo Montoya,218100018.32
107,192600000,2,3,Juan Velez Lopez,217492633.3
107,192600000,2,3,Ana Torres Herrera,217492633.3
83,107900000,2,3,Carlos Diaz Montoya,168684956.74
83,107900000,2,3,Marcela Lopez Mendoza,168684956.74
83,107900000,2,1,Carolina Prieto Jaramillo,169292341.76
166,215800000,2,4,Juliana Alvarez Garcia,337174479.0
166,215800000,2,3,Daniel Lopez Garcia,337478171.51
166,215800000,2,1,Valentina Restrepo Garcia,338085556.53
166,215800000,2,3,Nicole Gomez Henao,337478171.51
114,148200000,2,3,Ana Gomez Herrera,231728205.63
114,148200000,2,3,Juliana Martinez Martinez,231728205.63
179,250600000,2,4,David Valencia Restrepo,363611970.48
94,159800000,2,3,Daniel Ortiz Herrera,191055141.83
94,159800000,2,3,Sofia Diaz Lopez,191055141.83
94,159800000,2,2,Mateo Castillo Munoz,191358834.34
94,159800000,2,1,Santiago Quintero Henao,191662526.85
188,319600000,2,4,Nicole Rodriguez Jaramillo,381914849.19
188,319600000,2,4,Mateo Gomez Alvarez,381914849.19
122,183000000,2,4,Mateo Martinez Ramirez,247693738.64
122,183000000,2,4,Valentina Restrepo Ramirez,247693738.64
183,366000000,2,2,Juliana Hernandez Villa,372353968.26
183,366000000,2,3,Sebastian Martinez Montoya,372050275.75
183,366000000,2,1,Santiago Gomez Cifuentes,372657660.77
183,366000000,2,1,Marcela Jimenez Gonzalez,372657660.77
183,366000000,2,4,Santiago Rodriguez Lopez,371746583.24
183,366000000,2,2,Sofia Castillo Martinez,372353968.26
183,366000000,2,4,Marcela Torres Jaramillo,371746583.24
183,366000000,2,3,Carolina Prieto Alvarez,372050275.75
183,366000000,2,2,Antonia Restrepo Herrera,372353968.26
183,366000000,2,3,Santiago Alvarez Lopez,372050275.75
183,732000000,2,1,Mateo Torres Cifuentes,372657660.77
183,732000000,2,3,Nicolás Prieto Restrepo,372050275.75
139,194600000,2,2,Andres Rodriguez Gonzalez,282873227.89
139,389200000,2,4,Carlos Jimenez Herrera,282265842.87
99,108900000,2,4,Andres Arrieta Guerrero,200919715.27
99,108900000,2,3,Samuel Castillo Herrera,201223407.78
99,108900000,2,1,Sara Rodriguez Restrepo,201830792.8
121,217800000,2,4,Sebastian Ortiz Ramirez,245660085.45
99,217800000,2,3,Camila Castro Restrepo,201223407.78
198,217800000,2,1,David Torres Cifuentes,403162458.62
121,217800000,2,3,Samuel Torres Herrera,245963777.96
198,217800000,2,1,Samuel Rodriguez Villa,403162458.62
198,217800000,2,4,Camila Lopez Jaramillo,402251381.09
198,435600000,2,3,David Jimenez Gonzalez,402555073.6
198,435600000,2,1,Carlos Castro Martinez,403162458.62
99,138600000,2,2,Juan Castillo Ramirez,201527100.29
126,138600000,2,4,Carolina Gomez Guerrero,255828351.4
126,138600000,2,1,Laura Velez Acosta,256739428.93
126,138600000,2,2,Camila Cardenas Jaramillo,256435736.42
99,138600000,2,2,Daniel Jimenez Herrera,201527100.29
99,138600000,2,1,David Quintero Herrera,201830792.8
126,138600000,2,3,Ana Alvarez Herrera,256132043.91
126,277200000,2,2,Santiago Alvarez Ramirez,256435736.42
198,277200000,2,3,Marcela Prieto Herrera,402555073.6
126,277200000,2,4,Mateo Arboleda Acosta,255828351.4
126,277200000,2,1,Antonia Alvarez Jaramillo,256739428.93
126,277200000,2,3,Santiago Lopez Salazar,256132043.91
99,277200000,2,2,Diego Jimenez Ramirez,201527100.29
198,277200000,2,3,Andres Uribe Jaramillo,402555073.6
154,277200000,2,1,Juan Velez Salazar,313681718.25
198,277200000,2,1,Juliana Castro Cifuentes,403162458.62
198,554400000,2,2,Nicole Jimenez Mendoza,402858766.11
198,554400000,2,2,Antonia Castillo Montoya,402858766.11
185,370000000,2,1,Laura Ortiz Cano,376724967.15
185,370000000,2,3,Lucas Prieto Botero,376117582.13
148,370000000,2,2,Sara Arrieta Munoz,301176106.6
185,370000000,2,2,Laura Lopez Martinez,376421274.64
185,370000000,2,4,Diego Cardenas Henao,375813889.62
148,370000000,2,3,Sara Fernandez Restrepo,300872414.09
185,370000000,2,3,Nicole Uribe Jaramillo,376117582.13
185,370000000,2,3,Nicolás Ortiz Mendoza,376117582.13
185,740000000,2,3,Carolina Rodriguez Garcia,376117582.13
185,740000000,2,1,Sara Cardenas Mendoza,376724967.15
157,219800000,2,1,Juliana Rodriguez Osorio,319782677.82
157,219800000,2,2,David Lopez Alvarez,319478985.31
157,439600000,2,1,Mateo Prieto Garcia,319782677.82
157,439600000,2,1,Ana Patino Ramirez,319782677.82
157,439600000,2,1,Camila Perez Guerrero,319782677.82
89,115700000,2,3,Antonia Perez Jaramillo,180886875.88
89,115700000,2,4,Mateo Quintero Jaramillo,180583183.37
81,121500000,2,3,Carlos Alvarez Salazar,164617650.36
81,121500000,2,4,Mateo Velez Herrera,164313957.85
81,121500000,2,3,Samuel Alvarez Villa,164617650.36
81,121500000,2,3,David Alvarez Gonzalez,164617650.36
81,121500000,2,1,Mateo Alvarez Gonzalez,165225035.38
81,121500000,2,4,Valentina Perez Garcia,164313957.85
135,243000000,2,1,Sara Patino Herrera,275042307.64
162,243000000,2,4,Juliana Quintero Cifuentes,329039866.24
162,243000000,2,2,Andres Moreno Villa,329647251.26
81,243000000,2,3,Carolina Martinez Garcia,164617650.36
135,243000000,2,1,Daniel Hernandez Gonzalez,275042307.64
135,243000000,2,4,Andres Castillo Lopez,274131230.11
135,243000000,2,2,Santiago Castillo Salazar,274738615.13
162,243000000,2,3,Carlos Rodriguez Herrera,329343558.75
162,486000000,2,1,Carlos Valencia Lopez,329950943.77
162,486000000,2,4,Ana Prieto Salazar,329039866.24
91,163800000,2,2,Laura Diaz Gonzalez,185257874.77
117,163800000,2,1,Camila Moreno Acosta,238436550.22
91,163800000,2,2,Daniel Jimenez Jaramillo,185257874.77
117,163800000,2,1,Sebastian Rodriguez Herrera,238436550.22
126,163800000,2,2,Diego Moreno Villa,256435736.42
126,163800000,2,2,Andres Alvarez Botero,256435736.42
126,163800000,2,4,Juan Ortiz Restrepo,255828351.4
126,163800000,2,1,Isabella Restrepo Montoya,256739428.93
117,163800000,2,3,Sofia Hernandez Lopez,237829165.2
126,163800000,2,3,Andres Quintero Munoz,256132043.91
91,163800000,2,3,Santiago Arboleda Munoz,184954182.26
117,327600000,2,4,Maria Valencia Martinez,237525472.69
117,327600000,2,3,Daniel Uribe Munoz,237829165.2
121,133100000,2,1,Carlos Velez Guerrero,246571162.98
121,133100000,2,2,Sebastian Uribe Salazar,246267470.47
121,266200000,2,2,Laura Patino Villa,246267470.47
85,93500000,2,4,Sofia Torres Mendoza,172448570.61
85,93500000,2,2,Ana Diaz Quintero,173055955.63
170,187000000,2,1,Antonia Hernandez Garcia,346220169.29
110,187000000,2,4,Antonia Jimenez Cifuentes,223289900.36
110,187000000,2,2,Daniel Restrepo Herrera,223897285.38
187,374000000,2,1,Marcela Arboleda Jaramillo,380792273.53
187,374000000,2,2,Laura Arrieta Jaramillo,380488581.02
187,374000000,2,2,Laura Quintero Lopez,380488581.02
170,374000000,2,2,Antonia Prieto Cifuentes,345916476.78
187,374000000,2,4,Nicole Diaz Alvarez,379881196.0
187,374000000,2,1,David Castro Lopez,380792273.53
187,374000000,2,2,Juan Fernandez Villa,380488581.02
187,374000000,2,2,Santiago Perez Jaramillo,380488581.02
187,748000000,2,4,Isabella Castro Martinez,379881196.0
187,748000000,2,1,Santiago Alvarez Salazar,380792273.53
175,245000000,2,4,Maria Perez Lopez,355477357.71
98,245000000,2,2,Juan Moreno Cifuentes,199493447.1
98,245000000,2,1,Isabella Perez Salazar,199797139.61
175,245000000,2,3,Nicole Gomez Alvarez,355781050.23
98,245000000,2,1,Carlos Jimenez Gonzalez,199797139.61
175,245000000,2,4,Juliana Valencia Cifuentes,355477357.71
175,490000000,2,4,Samuel Castillo Jaramillo,355477357.71
140,490000000,2,3,Sofia Rodriguez Jaramillo,284603188.57
196,490000000,2,2,Diego Restrepo Restrepo,398791459.73
140,490000000,2,3,Carolina Velez Botero,284603188.57
175,490000000,2,1,Juliana Velez Herrera,356388435.25
196,490000000,2,4,Santiago Valencia Jaramillo,398184074.71
140,490000000,2,2,Carolina Perez Henao,284906881.08
140,490000000,2,3,Juliana Prieto Cano,284603188.57
175,490000000,2,3,Valentina Rodriguez Mendoza,355781050.23
149,268200000,2,1,Nicole Torres Cano,303513452.3
149,268200000,2,1,Samuel Patino Quintero,303513452.3
149,268200000,2,4,Santiago Diaz Jaramillo,302602374.77
149,268200000,2,2,Nicole Castillo Cano,303209759.79
105,189000000,2,2,Samuel Jimenez Martinez,213729019.43
135,189000000,2,4,Santiago Hernandez Cifuentes,274131230.11
105,189000000,2,4,Santiago Fernandez Salazar,213121634.41
126,189000000,2,2,Isabella Arboleda Botero,256435736.42
135,189000000,2,4,Camila Restrepo Gonzalez,274131230.11
105,189000000,2,1,Andres Moreno Mendoza,214032711.94
105,189000000,2,2,Nicolás Gomez Jaramillo,213729019.43
126,378000000,2,3,Diego Martinez Restrepo,256132043.91
108,378000000,2,3,Sofia Martinez Montoya,219526286.49
126,378000000,2,4,Nicolás Martinez Herrera,255828351.4
189,378000000,2,2,Nicole Perez Martinez,384555887.4
189,378000000,2,2,Diego Fernandez Garcia,384555887.4
135,378000000,2,1,Sara Gomez Garcia,275042307.64
108,378000000,2,3,Carolina Alvarez Montoya,219526286.49
189,378000000,2,1,Carlos Fernandez Acosta,384859579.91
189,378000000,2,3,Nicole Cardenas Martinez,384252194.89
189,756000000,2,2,Nicolás Fernandez Osorio,384555887.4
189,756000000,2,1,Sara Arboleda Osorio,384859579.91
118,200600000,2,4,Samuel Patino Herrera,239559125.88
107,117700000,2,4,Carolina Arrieta Quintero,217188940.79
95,123500000,2,3,Nicolás Gomez Mendoza,193088795.02
95,123500000,2,4,Carlos Lopez Cifuentes,192785102.51
95,123500000,2,3,Marcela Diaz Guerrero,193088795.02
95,123500000,2,3,Antonia Torres Henao,193088795.02
95,123500000,2,4,Nicolás Arrieta Mendoza,192785102.51
190,247000000,2,2,Diego Jimenez Jaramillo,386589540.59
190,247000000,2,2,Valentina Torres Alvarez,386589540.59
190,247000000,2,3,Ana Fernandez Cifuentes,386285848.08
190,247000000,2,3,Juan Lopez Alvarez,386285848.08
190,247000000,2,2,Diego Patino Herrera,386589540.59
142,156200000,2,1,Juliana Diaz Jaramillo,289277879.97
142,156200000,2,4,Laura Alvarez Montoya,288366802.44
142,312400000,2,3,Carolina Moreno Jaramillo,288670494.95
138,179400000,2,4,Nicole Ortiz Cano,280232189.68
138,179400000,2,3,Carolina Quintero Munoz,280535882.19
138,179400000,2,3,David Arrieta Jaramillo,280535882.19
138,179400000,2,4,Nicole Torres Cifuentes,280232189.68
191,382000000,2,4,Laura Jimenez Henao,388015808.76
191,382000000,2,4,Sara Arboleda Montoya,388015808.76
191,382000000,2,2,Samuel Castillo Henao,388623193.78
191,382000000,2,4,Samuel Ortiz Jaramillo,388015808.76
191,382000000,2,2,Camila Uribe Jaramillo,388623193.78
191,382000000,2,1,Marcela Ortiz Villa,388926886.29
191,382000000,2,2,Carolina Diaz Jaramillo,388623193.78
126,214200000,2,1,Laura Castro Cano,256739428.93
126,214200000,2,1,Samuel Prieto Herrera,256739428.93
153,214200000,2,2,Mateo Arrieta Montoya,311344372.55
119,214200000,2,4,Maria Castro Henao,241592779.07
119,214200000,2,4,Diego Valencia Villa,241592779.07
153,214200000,2,2,Marcela Fernandez Alvarez,311344372.55
153,428400000,2,1,Sara Arboleda Martinez,311648065.06
153,428400000,2,4,Laura Torres Jaramillo,310736987.53
153,428400000,2,4,Sebastian Restrepo Acosta,310736987.53
90,135000000,2,3,Ana Castillo Osorio,182920529.07
90,135000000,2,4,Nicole Arrieta Lopez,182616836.56
90,135000000,2,4,Maria Velez Alvarez,182616836.56
180,270000000,2,3,Nicolás Martinez Alvarez,365949316.18
108,270000000,2,4,Samuel Gomez Herrera,219222593.98
150,270000000,2,1,Laura Ortiz Salazar,305547105.49
135,270000000,2,2,Juliana Moreno Herrera,274738615.13
135,270000000,2,1,Maria Gomez Munoz,275042307.64
135,270000000,2,1,Carolina Hernandez Munoz,275042307.64
135,270000000,2,4,Valentina Cardenas Lopez,274131230.11
90,270000000,2,3,David Castro Cifuentes,182920529.07
135,270000000,2,4,Nicole Castillo Herrera,274131230.11
135,270000000,2,1,Samuel Perez Ramirez,275042307.64
135,270000000,2,4,Santiago Rodriguez Jaramillo,274131230.11
90,270000000,2,3,Nicole Rodriguez Montoya,182920529.07
150,270000000,2,4,Sofia Ortiz Garcia,304636027.96
180,540000000,2,3,Isabella Fernandez Cano,365949316.18
135,540000000,2,3,Sofia Torres Jaramillo,274434922.62
83,124500000,2,3,Camila Martinez Botero,168684956.74
83,124500000,2,2,Ana Ortiz Herrera,168988649.25
83,124500000,2,4,Antonia Velez Jaramillo,168381264.23
166,249000000,2,1,Maria Moreno Henao,338085556.53
83,249000000,2,3,David Gomez Guerrero,168684956.74
166,249000000,2,1,Mateo Valencia Gonzalez,338085556.53
83,249000000,2,3,David Restrepo Restrepo,168684956.74
166,249000000,2,4,Mateo Gomez Alvarez,337174479.0
166,498000000,2,1,Daniel Restrepo Guerrero,338085556.53
113,158200000,2,4,Diego Castillo Alvarez,229390859.93
113,158200000,2,2,Sara Ortiz Restrepo,229998244.95
113,158200000,2,4,Sofia Ortiz Munoz,229390859.93
113,316400000,2,1,Sara Restrepo Villa,230301937.46
113,316400000,2,1,Marcela Hernandez Jaramillo,230301937.46
193,386000000,2,2,Carlos Castillo Lopez,392690500.16
193,386000000,2,1,Camila Castillo Cifuentes,392994192.67
193,386000000,2,2,Maria Velez Herrera,392690500.16
193,386000000,2,4,Carlos Arboleda Alvarez,392083115.14
193,772000000,2,4,Mateo Lopez Herrera,392083115.14
193,772000000,2,1,Daniel Restrepo Quintero,392994192.67
193,772000000,2,3,Carolina Diaz Guerrero,392386807.65
93,102300000,2,1,Daniel Arboleda Montoya,189628873.66
186,204600000,2,1,Diego Jimenez Cifuentes,378758620.34
186,409200000,2,3,Samuel Ortiz Gonzalez,378151235.32
134,227800000,2,1,Daniel Quintero Ramirez,273008654.45
137,274000000,2,4,Santiago Lopez Garcia,278198536.49
137,274000000,2,3,Diego Diaz Cano,278502229.0
137,274000000,2,2,Antonia Perez Guerrero,278805921.51
137,274000000,2,2,Laura Ortiz Jaramillo,278805921.51
137,274000000,2,1,Nicole Prieto Mendoza,279109614.02
137,274000000,2,3,Juan Gomez Osorio,278502229.0
137,274000000,2,3,Valentina Prieto Villa,278502229.0
137,548000000,2,3,Camila Castillo Cifuentes,278502229.0
137,548000000,2,4,Nicolás Ortiz Cifuentes,278198536.49
133,239400000,2,2,Valentina Martinez Villa,270671308.75
133,239400000,2,3,Ana Velez Herrera,270367616.24
133,239400000,2,3,Andres Diaz Alvarez,270367616.24
171,239400000,2,4,Marcela Perez Cano,347342744.95
133,239400000,2,4,Marcela Castillo Villa,270063923.73
133,239400000,2,2,Samuel Hernandez Guerrero,270671308.75
171,478800000,2,3,Daniel Moreno Jaramillo,347646437.46
171,478800000,2,3,Daniel Hernandez Henao,347646437.46
89,160200000,2,3,Juliana Hernandez Herrera,180886875.88
89,160200000,2,3,Santiago Castro Cifuentes,180886875.88
89,160200000,2,1,Samuel Diaz Jaramillo,181494260.9
89,160200000,2,1,Santiago Arboleda Montoya,181494260.9
178,320400000,2,1,Isabella Lopez Jaramillo,362489394.82
178,320400000,2,1,Sofia Cardenas Ramirez,362489394.82
178,320400000,2,3,Diego Restrepo Acosta,361882009.8
101,131300000,2,2,Daniel Castillo Mendoza,205594406.67
101,131300000,2,3,Sara Prieto Botero,205290714.16
101,131300000,2,1,Sara Prieto Martinez,205898099.18
101,131300000,2,3,Sebastian Arrieta Jaramillo,205290714.16
101,131300000,2,1,Antonia Fernandez Villa,205898099.18
131,183400000,2,4,Marcela Jimenez Quintero,265996617.35
131,183400000,2,3,Lucas Hernandez Villa,266300309.86
131,366800000,2,3,Laura Gomez Herrera,266300309.86
131,366800000,2,4,Sofia Arboleda Guerrero,265996617.35
130,195000000,2,3,Nicole Valencia Alvarez,264266656.67
130,195000000,2,1,Sara Quintero Alvarez,264874041.69
150,195000000,2,1,Samuel Jimenez Mendoza,305547105.49
150,195000000,2,1,Antonia Arrieta Ramirez,305547105.49
150,195000000,2,4,Marcela Torres Cano,304636027.96
150,195000000,2,4,Nicolás Torres Mendoza,304636027.96
195,390000000,2,2,Carlos Alvarez Garcia,396757806.54
195,390000000,2,1,Marcela Moreno Lopez,397061499.05
195,390000000,2,3,Carlos Alvarez Villa,396454114.03
195,390000000,2,4,Juliana Castillo Osorio,396150421.52
195,390000000,2,2,Samuel Cardenas Villa,396757806.54
195,390000000,2,4,Isabella Arrieta Cano,396150421.52
156,390000000,2,2,Mateo Castillo Guerrero,317445332.12
195,390000000,2,2,Juliana Hernandez Herrera,396757806.54
130,390000000,2,1,Ana Castro Henao,264874041.69
130,390000000,2,1,Juan Castillo Garcia,264874041.69
195,390000000,2,2,Samuel Castillo Quintero,396757806.54
130,390000000,2,4,Sebastian Diaz Montoya,263962964.16
156,390000000,2,4,Santiago Castro Acosta,316837947.1
156,390000000,2,3,Antonia Quintero Cifuentes,317141639.61
195,780000000,2,3,Marcela Diaz Acosta,396454114.03
139,278000000,2,1,Valentina Ortiz Ramirez,283176920.4
139,278000000,2,3,Mateo Arboleda Salazar,282569535.38
139,278000000,2,3,Antonia Gomez Jaramillo,282569535.38
139,556000000,2,2,Antonia Castro Salazar,282873227.89
139,556000000,2,2,Samuel Rodriguez Mendoza,282873227.89
115,126500000,2,2,Laura Rodriguez Garcia,234065551.33
115,126500000,2,2,Sebastian Jimenez Jaramillo,234065551.33
115,253000000,2,2,Laura Ortiz Osorio,234065551.33
115,253000000,2,1,Maria Hernandez Cifuentes,234369243.84
147,264600000,2,4,Isabella Moreno Henao,298535068.39
189,264600000,2,3,Mateo Castillo Garcia,384252194.89
147,264600000,2,2,Valentina Gomez Restrepo,299142453.41
147,264600000,2,2,Diego Martinez Guerrero,299142453.41
189,264600000,2,2,Ana Martinez Villa,384555887.4
189,264600000,2,4,Marcela Ortiz Mendoza,383948502.38
189,529200000,2,2,Nicole Ortiz Jaramillo,384555887.4
189,529200000,2,4,Valentina Uribe Guerrero,383948502.38
158,347600000,2,2,Diego Moreno Alvarez,321512638.5
103,185400000,2,4,David Quintero Quintero,209054328.03
103,185400000,2,4,Diego Prieto Jaramillo,209054328.03
103,185400000,2,2,Mateo Velez Salazar,209661713.05
197,394000000,2,3,Camila Torres Botero,400521420.41
197,394000000,2,4,Maria Valencia Henao,400217727.9
197,394000000,2,1,Santiago Patino Botero,401128805.43
197,394000000,2,4,Laura Rodriguez Garcia,400217727.9
197,394000000,2,2,Samuel Patino Jaramillo,400825112.92
197,788000000,2,3,David Ortiz Salazar,400521420.41
197,788000000,2,1,Sara Ortiz Jaramillo,401128805.43
149,208600000,2,4,Daniel Alvarez Botero,302602374.77
149,208600000,2,3,David Jimenez Montoya,302906067.28
149,417200000,2,4,Sebastian Torres Acosta,302602374.77
149,417200000,2,2,Sebastian Cardenas Mendoza,303209759.79
94,141000000,2,4,Nicolás Hernandez Munoz,190751449.32
94,141000000,2,1,David Hernandez Montoya,191662526.85
94,141000000,2,4,David Patino Villa,190751449.32
94,282000000,2,4,Carlos Ortiz Cifuentes,190751449.32
141,282000000,2,3,Mateo Alvarez Mendoza,286636841.76
141,282000000,2,1,Carolina Torres Alvarez,287244226.78
141,282000000,2,4,Carolina Prieto Munoz,286333149.25
141,282000000,2,3,Nicolás Ortiz Osorio,286636841.76
188,282000000,2,4,Lucas Patino Salazar,381914849.19
141,282000000,2,4,David Perez Jaramillo,286333149.25
188,282000000,2,3,Marcela Lopez Acosta,382218541.7
188,282000000,2,3,Carolina Castro Jaramillo,382218541.7
141,282000000,2,4,Camila Uribe Alvarez,286333149.25
141,282000000,2,3,David Moreno Restrepo,286636841.76
94,282000000,2,3,Ana Patino Herrera,191055141.83
94,282000000,2,2,Ana Arrieta Osorio,191358834.34
188,282000000,2,1,Juliana Cardenas Jaramillo,382825926.72
188,564000000,2,4,Sofia Gomez Restrepo,381914849.19
141,564000000,2,2,Laura Lopez Jaramillo,286940534.27
188,564000000,2,1,Mateo Lopez Villa,382825926.72
141,564000000,2,1,Maria Valencia Lopez,287244226.78
109,152600000,2,1,Juan Jimenez Restrepo,222167324.7
109,152600000,2,2,Samuel Arrieta Villa,221863632.19
109,152600000,2,1,Andres Hernandez Villa,222167324.7
109,152600000,2,3,Juliana Alvarez Guerrero,221559939.68
109,305200000,2,3,Andres Perez Salazar,221559939.68
109,305200000,2,4,Marcela Quintero Martinez,221256247.17
